,formula,disorder
51845,Ga3 Li1 Te5,V
51846,Bi0.8 F1 O1 Y0.2,S
51847,Bi0.97 Br0.9 O3 Te1,V
51848,Ge8 Na6 Pt8,O
51849,Fe0.75 Ni0.25 O6 Sr2 Te1,M
51850,C2 K2 Mo1 O9,O
51851,Ba0.1 Fe1 O3 Pr0.9,S
51852,La1 Mg0.598 Nb0.402 O3,S
51853,Fe0.4 Ga0.6 Mo1 O6 Sr2,S
51854,Al2 Ce0.4 Eu0.6,S
51855,Ca0.616 Cu2.052 Hg0.768 O6.85 Pb0.3 Sr2 Y0.264,M
51856,Ga0.899 Ir1.101 Ta1,S
51857,O6 P2 Pb1,O
51858,C1 Mn4 O13 Sr5,V
51859,La3 Li6.42 O12 Ta0.484 Zr1.518,M
51860,Co0.7 Cu0.3 Zr2,S
51861,Bi14 O31 P4,O
51862,Au1 F17 Xe2,O
51863,Cu0.96 Mn0.04,S
51864,K1 O8 V3,O
51865,Mn1 Pd1 Te1,O
51866,Cu1 P2 Sm1 Zn1,S
51867,Ag0.1 La0.67 Mn1 O3 Pb0.23,S
51868,Cs1 S2 Tb5 Te6,O
51869,Dy1 Ni4 Si1,O
51870,Pd8 Sb3,O
51871,Cl0.71 Cu7.62 N0.29 O8.87,M
51872,La0.5 Mo6 S8 Yb0.5,S
51873,Cu1 Nb1 Se2,V
51874,Be22 W1,O
51875,Ir1 Na1.08 O4 Y0.92,S
51876,Cs1 Mn1 P1,O
51877,Bi3.54 Cs0.63 K0.79 Te6,M
51878,Ga1 Ni2.01 Pt0.99,S
51879,Bi2 Pd5,O
51880,Cs3 F6 Ho1,O
51881,  Al1.758 Cr0.2 Fe0.226 Mg0.794 Mn0.003 Ni0.008 O4 Si0.001 Ti0.002 V0.002 Zn0.002,S
51882,B1 Co9.996 Fe4.004 Nd2,S
51883,Al2 Fe0.99 Mg2.02 O12 Si3,S
51884,Cr1 O3 Tb1,O
51885,Ru12 Sn58.94 Tb60,M
51886,Ba0.8 Ga2 O7 Sr1.2 Zn2,S
51887,La0.045 Li3.955 O6 Sr1.955 Zr1,M
51888,Ce0.868 Nd0.132 O1.934,M
51889,Fe1 K1 S2,O
51890,Ca0.333 Mn1 O3 Tb0.667,S
51891,Ga2 Ho1,O
51892,Nd0.056 O3 Sr0.916 Ti1,M
51893,Cu3 Nd1 O12 Ru3.25 Ti0.75,S
51894,Ba1 Ca0.875 Mg1 O8 Si2 Sr1.125,S
51895,Ba2 Ga1 Ge1 N1,O
51896,Fe0.09 Mg0.91 O3 Si0.98,M
51897,B3 Ca4 Gd1 O10,S
51898,Cs1 N2 Ta1,V
51899,Cu1 Pr2 Sn4,V
51900,Ba18 F18 In8 S21,O
51901,Cd1 Er1 In1,S
51902,Ni8 Sn16.33 Tb3,S
51903,O12 Th1 V4,O
51904,B4 Ca3 La2 O12,S
51905,Cr1.8 Ta1.2,S
51906,Cu1 Rb1 S3 Th1,O
51907,Nd1 O6.81 Pb1 Ru2,M
51908,Cu2 Eu0.95 O8 Sr2 Ta0.97,V
51909,La3 Li5.7 O12 Sm0.35 Ta1.65,M
51910,Li0.75 O1 Ru0.25,S
51911,Gd2 In1 Pd2,O
51912,Au3 Y1,O
51913,Cu1 Er5 Pb3 Se11,V
51914,C4 Ba1 Ca0.56 Ce1.6 F1 Na0.28 O12 Sr0.4,M
51915,Au50.82 Ho14,V
51916,Fe6 Ge1.9 Sn4.1 Tb1,S
51917,Cl1 Cu1 O3 Sb2,O
51918,C3.564 Mo6,V
51919,Al7.981991 Ga2.35524 Mg0.666 Na1.67 O17,M
51920,La0.84 Mn1 O3.041 Sr0.17,S
51921,Lu0.9 O4 P1 Tb0.1,S
51922,Ir4 Lu2.45 Sc2.55 Si10,S
51923,C0.4 Tm1,V
51924,Al0.86 Hf5 Sb2.14,S
51925,Na0.54 O2 Ti1,V
51926,Er2 Mn1 Ni1 O6,S
51927,Al1 Gd0.25 Nd0.75 O3,S
51928,Cs1 F6 Fe1 Zn1,S
51929,Ba1 Fe11.5 Mn0.5 O19,M
51930,Ge4 Mn2 O12 Zr1,O
51931,Na4 O5 Se1,O
51932,Cu5.7 Ga0.3 U1,S
51933,Ir1 Nb1 Te4,O
51934,La0.67 Mn1 O3 Sr0.15,M
51935,Ba1 Co1 O2.23,V
51936,Co0.2 La2 Mn1 Ni0.8 O6,S
51937,Ce1 Sb0.5 Te0.5,S
51938,Na1 O2 Tl1,S
51939,B2 Ca0.89 O5 Pb1.11,S
51940,Ag2 I14 W6,O
51941,As1 Zr3,O
51942,P2 Pb2 S6,O
51943,B2 Mn0.53 Nb2.47 Ru5,S
51944,F2 O7 Ru1 Sr3 Ti1,S
51945,Br6 Pb4 Se1,O
51946,Br1.523 Cd4.821 O12 P3,V
51947,Bi2 Ni1 Ti4,O
51948,Ga3 Ni1 Sm2,S
51949,Cr0.85 Cu0.15 La1 O3,S
51950,Li0.35 Ni1.05 O2,M
51951,Ce1 Hf0.007 O4 Zr1,S
51952,Al1.92 Cr0.08 O3,M
51953,Ba3 Ge1 I2,O
51954,Ag63.7 Al63.7 O384 Si128.3,M
51955,K0.08 La0.83 Mn1 O2.89,M
51956,Ba2 Co0.115 Cu2.885 O6.66 Y1,M
51957,Co0.213 La1 Mn0.787 O3,S
51958,Mg0.725 Mn0.275 O1,S
51959,C2 Cl2 O4 Pb2,O
51960,B3 Os2,O
51961,La2.953 Li6.168 O12 Ta1.086 Zr0.914,M
51962,Al3.5 Si0.5 Sr1,M
51963,Fe1 S0.3 Te0.7,S
51964,As4 Eu1.96 Na4.04 Si1,S
51965,Bi1.2 Cu2 O8 Pb0.8 Sr2 Y1,S
51966,Ba2 Cu1 Hg0.78 O4.21 Tl0.21,M
51967,Ni2 S2 Tl1,O
51968,Co0.75 In0.05 Sn0.2,S
51969,Fe0.1 Mg0.9 O3 Si1,S
51970,Al0.1 Mg1 Mn1.9 O4,S
51971,Sb3.47 Zr5,V
51972,Bi0.04 Ca5.54 Cu15.158 O28.312 Sr3.82,M
51973,Li1 O6 V1 W1,S
51974,Cd1.14 Mo3 Na3.72 O12,M
51975,K6 Mn1 S4,O
51976,C2 Cs4 I13 Pr6,O
51977,Cr0.3 Cu0.7 Fe1.7 Mg0.25 Ni0.05 O4,S
51978,Ge1 O1 S2 Sr1,O
51979,Co0.88 Ga3 Ge1 Y1,V
51980,Ce0.98 Nd0.02,S
51981,Pb0.8 Sn0.2 Te1,S
51982,Fe1 O2.83 Sm0.1 Sr0.9,M
51983,Li3.58 P0.5 S4 Si0.5,M
51984,C1 Br5 Ce4,V
51985,Ca1 Cu0.1 Ge2 O6 Zn0.9,S
51986,Nb3 O9 Pr1,O
51987,In1.27 La3 Pb3.72,S
51988,La0.954 Mn0.954 O3,M
51989,F5 Nb3 O5,S
51990,I1 O5 Rb3,O
51991,Ga1 Hf1 Pd0.66 Pt0.34,S
51992,Cr0.5 La0.5 Mn0.5 O3 Sr0.5,S
51993,Hf1 Pd1 Sn1,O
51994,Mn1 O4 Rh2,O
51995,Al2 Be1 O4,O
51996,Br1 Li6.175 P0.825 S5 Si0.175,M
51997,Ba1 F6 Si1,O
51998,Al0.3 Eu0.02 N8 Si5.7 Sr0.98,M
51999,Mo2 Nd2 O7,O
52000,Ge1 Ir1 Tm1,O
52001,La1.96 Mo1.92 O10.26 V0.06,M
52002,Ag1 Ce3 Se7 Si1,O
52003,Al4 Ni1 Tb1,O
52004,Cu1 Hg0.75 Mo0.25 O4.6 Sr2,M
52005,C2 Nd2 W1,O
52006,Cu1.16 Er1 Mn1 P2,M
52007,Ag1 Hg1 O4 V1,O
52008,Ge0.45 Mn1.55,S
52009,F6 Li1 Rh1,O
52010,Ca0.99 Cu2 La1.85 O6 Sr0.16,S
52011,Au1 Se0.468 Te0.532,S
52012,Co1 Mn1 Sn4,S
52013, Al0.45 Cr1.187 Fe0.915 Mg0.4 Mn0.01 Ni0.004 O4 Ti0.026 V0.008,S
52014,Ba0.28 Bi0.15 Fe1 O2.66 Sr0.57,M
52015,Pt2 Sn1 Y1,O
52016,Fe1.2 Ga0.8 O3,S
52017,Al5.5 Ca7.902 Na1.73 O18 Si0.5,M
52018,Cd1 Ge2 Na4 S7,O
52019,Ca0.2 Mn1 Nd0.8 O3,S
52020,C49.194 N6 O35.582 Zr6,V
52021,B12 Cu2 Na2 O21,O
52022,Fe0.96 P0.04,S
52023,Co2.5 Cu0.5 S4,S
52024,Rh3 Si4,O
52025,Au0.89 Sn0.11,S
52026,La1.09 Mg1.91 Ni9,S
52027,La4 O7 Se3 Si2,O
52028,Au3.11 Ca1 Ga0.89,S
52029,Li5.69 N3 Ni2.31,M
52030,Cl16 Ga4 Hg11 P4,O
52031,Fe21.34 Li9.28 O32,M
52032,Ge0.5 Nd5 Si2.5,S
52033,Eu0.5 Sr0.5 Te1,S
52034,Mn1.5 Ni0.5 O4,S
52035,Nd24 Pd4 Ru7,S
52036,Pt0.6 Re0.4,S
52037,Co3 Ga16 Sm4,O
52038,Ru1 Sb1,O
52039,P2 Pt5,O
52040,Na1 Nd2 O6 Ru1,O
52041,Ca2 Co1 Fe1 O5,S
52042,Mo2.5 Si3 V2.5,S
52043,Co2 S2 Tl1,O
52044,Cu3 Eu1 Mn4 O12,O
52045,Cr1.2 Ni1 S4 V0.8,S
52046,Bi2 Mn0.02 O6 W0.98,S
52047,In3.091 Ir1 La1 Mg0.909,S
52048,Li0.1 Mg2.8 Mn0.1 O6 Te1,S
52049,Ni2 Sm1 Sn2,O
52050,Ag4.096 Ce1 Mg1.904,S
52051,Mn1 O6 Pt3,O
52052,Al1 Na7 O32 P9 V3,S
52053,Cs1 Dy1 Se2,O
52054,Ir0.946 Mg1.054,M
52055,As2 F12 N4 S4 Se2,M
52056,Ba1 O2.89 Sb1,V
52057,Al2 Pr1 Zn2,O
52058,Al1.12 Fe0.072 Mn0.808 O5 Si1,S
52059,As2 Cu1 Ho1,O
52060,Cu2.72 Te2,V
52061,Nb1 Pd1 Te5,O
52062,Fe1 Ni2 Se4,O
52063,Dy0.9 Ni1 Sm0.1,S
52064,Ba15 Li3 Nb12 O45,O
52065,Al0.37 Ca2 Fe1.63 O5,S
52066,Na2.993 P1 S4,V
52067,Gd11 In9 Ni4,O
52068,Bi12 Mn0.005 O20 Si0.995,S
52069,Ca1.333 La2.666 Ni2.666 O11.997 W1.333,S
52070,Ge1 Ir1 Y1,O
52071,Mo6 Se8 Ti0.88,V
52072,Cu8.96 Si4.04 Sr1,S
52073,Al1 Cd1 Sb1 Te1,S
52074,Si2 V1,O
52075,C3 Cd1 N3 Rb1 S3,O
52076,Bi0.5 Nb3 S4,V
52077,B4 Ho1 Ru4,O
52078,Cu2 Gd2 In1,O
52079,Mg2.5 Ni0.5 O6 Te1,S
52080,Ba5 Nb8.5 Nd1 Ni1.5 O30,S
52081,Ca1 La2 Te4,S
52082,La9.72 S16 U2.28,S
52083,O5 Sb2,O
52084,Co0.58 Mn1.42 Zr1,S
52085,Fe3.22 N1 Sn0.78,S
52086,Ca0.65 F2.35 Ho0.35,M
52087,Ga1 Ti2,O
52088,Ag1 Er1 Se2,S
52089,Mo0.95 Pd0.05,S
52090,Al0.6 Fe8.4 Tb3,S
52091,Eu0.13 Na0.94 O6 Sc0.94 Si2,S
52092,Cr1 Cs1 F6 Mn1,S
52093,Ba0.2 Bi0.8 Fe0.9 Mn0.1 O3,S
52094,As1 Cu3 S4,S
52095,Al0.72 B2 Mg0.2,M
52096,Ga3 Nd1 Ni1,S
52097,Pd0.026 Ru0.974,S
52098,Cl26.513 Cs1.785 Nb12 O8.14 Ti3,M
52099,Ca0.574 Cu1 O2 Y0.246,M
52100,C8 Mo1 N8 Tl4,O
52101,Cs3 F2 O10 Si4 Y1,O
52102,Si1 Ta3,O
52103,Al8.6 Cu2.4 Ho3,S
52104,Cs8 Ge9 O27 Tb3,V
52105,Al2 Ca3 O12 Si3,O
52106,Zn21.798 Zr1,V
52107,Cu1 Pb1.5 Se7 Tm3.33,M
52108,Ag0.96 Mg16 Zn31.04,S
52109,Ge1.6 Th1,V
52110,Ca1 Ce0.7 Nb1 O6.55 Ti1,M
52111,Ba1.095 Mg0.907 O16 Ti7.074,M
52112,In2 La1 Ni9,O
52113,Ce2 Ge3 O9,O
52114,Co1 Sn8 Tb4,V
52115,Al4 Bi2 S8,O
52116,Ag0.997 Eu0.003,S
52117,Cd0.5 Cu1 Se1,V
52118,Fe1 Mo4 Zr9,O
52119,Fe2.93 O4,V
52120,Mg0.54 Ni1.46 O4 Si1,S
52121,Mo6 S8 U1,O
52122,Cu0.5 Li2 Mo3 O12 Zn1.5,S
52123,Bi0.2 Tl0.8,S
52124,C4 As1 Cl2 F5 N4 O2 S4,O
52125,Br3.14 I4.86 P19.11 Sn24,M
52126,In1 Pr1 Zn1,O
52127,Ca0.909 S2 Y0.727,M
52128,Dy1 Pd1 Zn1,O
52129,As2.94 Cu11.28 Hg0.72 S13 Sb1.06,S
52130,Ba1 Nb0.666 Ni0.333 O3,S
52131,Ni15 P10 U6,V
52132,B1 Fe2 Ni2 Sm1,S
52133,Br0.41 I0.59 N1 Sr2,S
52134,Cs3 F2 Gd1 O10 Si4,O
52135,Ca1 Li2 N4 Si2,O
52136,O0.93 Pt1.95 Zr4,V
52137,B6 Ba0.75 Sr0.25,S
52138,Mg1 Nd4 Ru1,O
52139,Cu1 In3 Sc5,O
52140,Ba0.97 La0.02 O3 Sr0.03 Ti1,S
52141,Cr0.3 La1 Ni0.7 O3,S
52142,Ge40 I8 Te5.3,M
52143,Cu1 O14 S2 Te2 Tm2,O
52144, Al0.324 Ca1.29 F2 Fe0.65 K0.1 Mg4.51 Mn0.07 Na0.85 O22 Si7.676,M
52145,Cu3 O4 V1,O
52146,Al4 Bi10 Br16 Pd1,V
52147,Ag0.5 In0.5 Pr1,S
52148,Fe1.8 O4 Ti0.033 Zn1.1 Zr0.067,S
52149,Gd5 P12 Ru19,O
52150,O5 Os1 Sr2,O
52151,Au2 Br6,O
52152,Fe1 I12 La6.046 Na0.954,S
52153,O6 Ta1 Ti1 Tm1,S
52154,O2.934 Pb0.992 Ti1,V
52155,Ca2 Mn1.33 O6 Sb0.67,S
52156,O4 Sb2 Zn1,O
52157,O8 Pb1 Sr2 V2,O
52158,Bi24 Cr2 Mo8 O68 Sr2,O
52159,Dy1 Ni0.5 Si1.5,S
52160,Cl0.9 Cs0.9 O3 U1,V
52161,B2 N4 Sr2.993,V
52162,Eu3 Ir1 O7,O
52163,Ti0.78 U2 Zr0.22,S
52164,Cu1 Dy2 O5 Sr1,O
52165,B4 V3,O
52166,Ce0.2 La0.8 Mg1,S
52167,Ba0.8 In1 La0.2 O2.6,M
52168,Cu1 Li2 O2,O
52169,Ca0.118 F0.225 Mn1 Nd0.588 O2.745 Sr0.295,M
52170,P2 Ru1,O
52171,O6 Se2 Zr1,O
52172,I1 Li6 P1 Se5,M
52173,As1 Cu1 Si1 Zr1,O
52174,Al0.29 Ca0.9 Mg0.96 O6 Si1.85,M
52175,Ba1 O3 Ti0.26 Zr0.74,S
52176,Cr2 Hg1 S0.25 Se3.75,S
52177,Fe0.28 Li0.43 Mn0.57 Nb0.72 O3,S
52178,Gd0.1 Sb1.9 Se3,S
52179,Br1 O4 W1 Yb1,O
52180,Be4 Cu1 Si1,S
52181,La2 Li1 O6 Os1,O
52182,O5 P0.92 V1.08,S
52183,C2 N2 Ni1 S2,O
52184,Al3 Au0.8 Ce1 Cu0.2,S
52185,Fe3 Sc0.5 Th0.5,S
52186,Bi5 K6 Zn1,O
52187,Ga3 La1 Ni1,S
52188,Co3.7 Ga3.7 Sc20,M
52189,Ca1 F6 Ge1,O
52190,Al1 Pt1 Sc1,O
52191,Cu4 Se4 Ti1,O
52192,Ba4 F12 Nb2 O3,O
52193,Ir0.6 Mn0.4,S
52194,Co0.6 Li1 Mn0.2 Ni0.2 O4 P1,S
52195,Al1.4 Cr0.6 O4 Zn1,S
52196,C1 Ta0.79 U0.21,S
52197,Cu1 Ir3.84 Si2,V
52198,Co1.34 Si0.66 Ta1,S
52199,As1 Cr0.95 Fe0.05,S
52200,C1 N2 O2 Sm2,O
52201,B6 Eu0.95 Na0.05,S
52202,Co3.2 Cu1 Nb0.8 Sm1,S
52203,Ta1 Te4,O
52204,Mn1.4 Ni0.6 P2 S6,S
52205,Cr0.2 Si2 Ti0.8,S
52206,Al0.6 Co1 Fe1.4 O4,S
52207,Mn1 Pd2 Sb1,S
52208,Cu1 O6 Se2 Sr1,O
52209,Ba0.33 Ca0.33 N1 O2 Sr0.33 Ta1,S
52210,Ce1 Gd1 N2,S
52211,Mg0.45 O5 Ti2.55,S
52212,Al5.12 Ce2 Fe11.88,S
52213,Mn1 O11 Rb2 U3,O
52214,C1.66 Mo1 U1,O
52215,Ag4 Eu1 In8,O
52216,P2 Sn1 Zn1,S
52217,Cs2 Nb4 O11,O
52218,Eu1 Mn1 O3,O
52219,Cl4 Fe1.085 Li1.83,M
52220,Mn1.027 Sb1,V
52221,Er2 Mg3 Ru1,O
52222,Co3 Ti1,O
52223,La0.46 Li0.62 Nb2 O6,M
52224,Al1 Cl4 Cu1,O
52225,Al0.55 Mo2 S4,V
52226,N5 O15 Rb2 Y1,O
52227,O3.67 Sb1.92 V0.08,M
52228,Cd5 Pt1,V
52229,Cd1 Dy1,O
52230,O8 Pb2 Te1.25 U0.75,S
52231,Cl1 Cu1 Dy1 O6 Te2,O
52232,Ca2 Nd1 O6 Sb1,S
52233,Li0.24 Mn0.67 Na0.539 O1.732,M
52234,Au1.92 Ge44.08 Rb7.8,M
52235,Cr0.5 F2 Nb0.5 O1,S
52236,B0.7 Ge3 Ta5,V
52237,Cr1 La0.4 Nd0.6 O3,S
52238,Ag1.049 Mn0.901 Pb3 S12 Sb5.049,S
52239,Ce1 Cu1.09 P1.87,V
52240,Mg1 S1,O
52241, Al0.619 Cr1.126 Fe0.745 Mg0.467 Mn0.008 Ni0.005 O4 Ti0.022 V0.008,S
52242,Fe1.39 Mn0.61 O4 Ti1,S
52243,Li0.48 O5 V2,V
52244,Al1 La0.98 O3 Pb0.02,S
52245,As3 Mn1 S6 Tl1,O
52246,Cl18 K4 Ta6,O
52247,Cu0.79 Ga0.52 In0.48 Se2,M
52248,K1.2 O7 Te1 U1,V
52249,Ni1.523 Sn1,V
52250,Ag2 Yb1,O
52251,Pt0.94 Tl0.06,S
52252,Cu1.95 In1 Sc1,V
52253,Ba3 Bi1 O9 Ru2,O
52254,Ho5 Ni19 P12,O
52255,Ga1 Pd2 Y1,O
52256,B2 K3 Nb3 O12,O
52257,B6 Cs0.98 Li1 O10,V
52258,Bi1 Li2,O
52259,Al0.2 Cu3.6 In0.2,S
52260,K3 La1 O8 P2,O
52261,Cd1 La2 S4,S
52262,Co2.5 Cu2.5 Pr1,S
52263,Co4 Sc5 Si10,O
52264,Cr0.54 O2 Re0.46,S
52265,Cu2 Eu1 Ge2,O
52266,La0.8 Mn1 Na0.05 O3,M
52267,Ba5 Ga6,V
52268,Al0.6 Fe1.4 Ni0.7 O4 Zn0.3,S
52269,Ba1 Co4 Ho1 O7,O
52270,Cr0.05 Ho1 Mn0.95 O2.883,M
52271,Ca0.49 O2.99 Pb0.51 Ti1,M
52272,Ce1 Dy1 S3,O
52273,As5.58 Cu25.1 S32 V2.22,M
52274,Ba4 F17 Nd3,V
52275,Mn1 O3 Pr0.175 Sr0.825,S
52276,Mg0.15 O5 Ti2.85,S
52277,Ba0.3 La0.665 Mn1 O3 Pr0.035,S
52278,Fe1 Ga2 S4,O
52279,Cs2 O5 Te2,O
52280,Be13 Gd1,O
52281,Fe3 Mn3 Si2,S
52282,Fe1.72 Mn0.28 Pt2,S
52283,Hf0.16675 Mo0.667 Ti0.16675,S
52284,Co2 La3 O14 Sb3,V
52285,Ba1 Rh2 Si2,O
52286,Al8 B6 F8 O17,O
52287,Nb0.67 O4 Sb1 Ta0.33,S
52288,Al8 Cu4 U1,S
52289,Bi4 Br1 Nb1 O8,O
52290,Ca13 Mg5 Na18 O72 P18,M
52291,Co2 Mg1 O8 P2,S
52292,Rh2 Tb3,O
52293,Fe13.5 Ga3 Nd2 Ti0.5,S
52294,Al1.45 Mg0.55 Sr1,S
52295,Bi0.88 Pd1 Sb0.12 Te1,S
52296,Er1 Ga1 Pt1,O
52297,Ge10 Sc11,O
52298,Ba0.6 Ir1 O6 Sr1.4 Y1,S
52299,Ag3 Ce1 K2 Te4,O
52300,Li1.1 Mn0.55 Ni0.35 O2,S
52301,Cs2 Ni1 P2,O
52302,Cr5 In1 S8,V
52303,Co5 Ho1 P3,O
52304,C1 Cl18 Cs2 Lu7,O
52305,Cu2 Fe1.04 S8 Ti2.96,S
52306,Ni1 O8 P2 Sr2,O
52307,Ge3 Nd5,O
52308,Al2 Se3,O
52309,C1 Fe2 O9 Sr4,V
52310,Li1 Mg3 O11 P3,O
52311,Co0.88 Li1.12 O2,S
52312,Gd1 Nb1 O6 Sr2,O
52313,Al3 Na6 O20 P5,V
52314,Ca0.43 O3 Sr0.57 Ti1,S
52315,Al2.5 Cu0.5 Hf1,S
52316,Ba1 Gd0.667 Mo0.333 O3,S
52317,Co33.72 Sm2.58 Zr1.56,M
52318,C14 Fe1 Mn2 O14,O
52319,Br2 Mn2 Sb2 Se4,O
52320,B4 Ru4 Tb1,O
52321,B4 Yb1,O
52322,Ce0.35 Gd0.3 O1.78 Zr0.35,M
52323,Al351.6 Rh141.6,M
52324,Al2 Dy0.6 Ho0.4,S
52325,Cu1 Lu3.33 Pb1.5 S7,M
52326,As1 Li0.5 Ni0.25 O5 Ti1,M
52327,Er1 Se4 Yb2.5,M
52328,Bi3 O6.45 W0.3 Y0.7,M
52329,Cl1 Gd1 O4 S1,O
52330,Br8 Gd5,O
52331,Li1.2 O8 V3,V
52332,Cd1 O12 P4 Sr1,O
52333,Co30 Er6 P19,O
52334,Al1.93 Fe0.77 Mg0.29 O4,S
52335,Ba1 Fe12 O19,V
52336,Ba4 Ge15 In8,S
52337,Al2 Ce2.29 I2,V
52338,Ge1 Li4 S1 Se3,M
52339,Ba9 Fe16 S32,V
52340,Ba6.18 Si46,V
52341,Os1 Tc1,S
52342,Ir2 La1,O
52343, Al0.03 Ca0.413 Cr0.298 Fe0.011 Mg0.388 Mn0.001 Na0.587 O6 Si1.987 V0.285,S
52344,Al3 B1 Fe0.274 Mg0.726 O9 Si1,S
52345,Mn0.05 Pb0.95 S1,S
52346,Er2 Rh3 Si1,O
52347,Au1 In1 La1,O
52348,Ce0.9 O1.95 Sm0.1,M
52349,Ba7.68 Cu5.28 Ge40.12,M
52350,Cu8 Hf3,O
52351,Ba1 Ni0.5 O3 W0.5,S
52352,Si5 V6,O
52353,Ba2 Cu5.43 Se1.92 Te3.08,M
52354,Ni20 P13 Y6,O
52355,Pb1 Se4 Tm2,V
52356,Cu1 Pr4 S7,O
52357,As2 Ba5 O12 S2,S
52358,B2 Fe0.86 Ir1.02 Ru4.12 Zr2,S
52359,Co1.53 Mn1.47 O6 Te1,S
52360,Al2 Mg0.2 Ni0.8 O4,S
52361,Al51 Ca4 Cr7,O
52362,Hg0.5 S1 Zn0.5,S
52363,Co3 Ge2 Sb0.947,V
52364,Ca0.8 Cu2 La1.8 O5.94 Sr0.4,M
52365,Fe1 Mo0.8 O6 Sr2 W0.2,S
52366,Cr2 Na3 O12 P3,V
52367,Ce4 Cl1 N7 O3 Si4,M
52368,Gd3 O14 Sb3 Zn2,V
52369,Ba1.76 Bi0.42 Co0.73 O6 Ru1.1,S
52370,Ce1 La1 N2,S
52371,Al1.775 Ca0.64 Na0.32 O8 Si2.275,M
52372,C0.981 Ti1,V
52373,Nb0.814 Rh0.186,S
52374,Ce1 Cu1 K1 Te4,O
52375,Cr1 In1.01 Mn0.99 S4,S
52376,Ba3 Ga4 Sb5,V
52377,Hf8 Ni21,O
52378,Ba1 N0.25 Na0.21 Nb0.79 O2.75,S
52379,Nd2 Pb1 S4,S
52380,O6 Sc2 Te1,O
52381,Al1 Cr1 O4 Zn1,S
52382,Cu0.5 Fe0.5 La1.35 O4 Sr0.65,S
52383,Cs8 O48 V1.1 W13.9,M
52384,Gd10 O1 S14,O
52385,In1 K2 Na3 O4,O
52386,Cl5 Eu1 Na2,O
52387,K1 Na3 O20 S1 U5,O
52388,Al1.984 Co0.099 Mg0.901 O4,M
52389,Hf7 Ni10,O
52390,In0.15 Mn0.85,S
52391,Bi8 Mn1.34 Se20 Sn6.66,S
52392,Cr1 Mo1 O7 V1,O
52393,In5 S13 Y4,O
52394,C4 Fe4 O13,O
52395,Ca0.085 Ce0.85 Mg0.065 O1.85,M
52396,Al1 Li2 Pt1,O
52397,Gd0.8 Pr0.2,S
52398,Lu2.3 O6.85 Ti1.7,M
52399,C3 Ho2.675 Ni21.325,S
52400,Eu1 Fe1 Ge4 Mn1 O12,S
52401,Ce3 Mo1 O7,O
52402,Mo1 O10.32 Tm6,M
52403,Br6 Hg7 P4 Sn1,O
52404,Cu1 Na2 S3 Sb1,O
52405,Cd2 Cr3 O12 Rb2,O
52406,Sb2 Se0.9 Te2.1,S
52407,Er1 Pb1 Rh1,O
52408,Cd2 O7 Te2,O
52409,Al2.5 Ca0.5 Lu2.5 Mg1 O12 Si1.5,S
52410,Br9 Cs3 Er2,O
52411,Ag1 Lu1 Se2,O
52412,Mn0.8 Mo1.5 O12 V1.5 Zn3,M
52413,Mg3 Na3 O12 P3,O
52414,Eu1 Pt1 Sb1,O
52415,Co2 In2 O26 Rb6 Si9,O
52416,Eu0.874 Mn1.126 O3,S
52417,Al0.956 Ni3 Zr0.044,S
52418,Al0.54 Fe0.97 Ga0.48 O3,S
52419,Ca1 Fe1 La1 Ni0.5 O6 W0.5,S
52420,Cl1 K0.5001 Na0.4999,S
52421,Al2 Te4 Zn1,O
52422,Al0.924 Mg0.076,S
52423,Lu6 Mo1 O11.4,M
52424,Sb8 Ti5,O
52425,Al2 Mg0.548 Tb0.452,S
52426,Er0.016 La0.183 Mo1 Na0.333 O4 Pb0.333 Yb0.133,S
52427,As41 Ce12 Fe57.5,V
52428,Nd1 S2 Tl1,O
52429,Cu40.5 Sn11,V
52430,Se0.5 Te0.5 Zn1,S
52431,Bi1 N1 Nd2,O
52432,Cd1.192 Mo3 Na3.616 O12,M
52433,C1 Co1 Tb1,V
52434,Co0.6 In2 S4 Zn0.4,S
52435,Cl1 O4 W1 Y1,O
52436,Be13 Pu1,O
52437,Bi0.85 Ho0.105 O1.545 V0.045,M
52438,Co0.6 Cr2 Ni0.4 S4,S
52439,Cr0.1 Mn0.9 Sb1,S
52440,In1 Ir1 O6 Sr2,S
52441,As2 Ba0.83 Fe2 Rb0.17,S
52442,Co0.22 Cr1.78 Zr1,S
52443,Pd2 Pr1 Si2,O
52444,Pu1 Si2,O
52445,Ga6.5 La1 Ni6.5,O
52446,Ca2.324 Cu3 O9 Pb0.404 Sr1.604 Tl0.668,M
52447,Co1.77 Mn1.23 O6 Te1,S
52448,Br6 Hg7 Sb4,V
52449,Dy10 In20 Rh9.52,V
52450,F4 O1 U1,O
52451,B2 Nb0.5 V0.5,S
52452,Al1 Ge1 Li1,S
52453,Na1 O8 S2 V1,O
52454,Al6 Na1 O9.5,V
52455,Cd1 Cl4 Na2,O
52456,Al2 Dy0.4 Ho0.6,S
52457,Bi2 Mn0.1 O5.385 V0.9,M
52458,Al2 Ce0.8 Nd0.2,S
52459,Li1 P1 Sr1,O
52460,Cu1 P2 Se1,O
52461,Cr1.5 S4 V1.5,S
52462,Ba5 La1 Nb10 O30,S
52463,Ba2 Cu2.5 Fe0.5 La1 O8.23,M
52464,In4 O25 P6 Si2,V
52465,Bi11 Eu14 Mg1,O
